Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
East,Silt,Rice,287.01041512945704,21.2956097887862,True,False,Cloudy,74,3.65473195821438
South,Loam,Wheat,114.12557048178373,17.21542393646196,True,False,Rainy,95,1.7726841291819242
East,Sandy,Rice,594.0582287698544,23.772036021316268,False,False,Sunny,64,3.3347640290552247
North,Clay,Barley,598.0184691514012,29.536924451936457,False,True,Sunny,144,4.818675763533965
East,Peaty,Wheat,726.3293197253247,19.268104027014164,False,False,Cloudy,107,4.403130155590199
South,Silt,Maize,827.8034138706806,17.292209582307848,True,False,Sunny,110,5.805377724259194
South,Silt,Barley,968.5129130288664,21.22554282144422,True,True,Cloudy,126,7.813432318014795
North,Chalky,Maize,908.084228756964,34.57393079111807,False,True,Sunny,109,5.062689945329638
North,Clay,Rice,613.4875175365237,36.006420268726416,False,False,Rainy,81,3.830600587927155
East,Sandy,Wheat,709.7878683801234,39.30496754881844,False,True,Sunny,89,5.39905579076943
South,Loam,Soybean,222.52998219015348,39.00643913134613,True,True,Cloudy,112,4.812641988149584
South,Chalky,Wheat,408.5140653223607,37.414955015094336,False,True,Sunny,68,3.519318552907659
South,Peaty,Cotton,669.2297756831233,39.85510892942595,False,False,Rainy,120,4.543709181670273
East,Silt,Wheat,994.663752881984,20.74233687125472,True,True,Sunny,122,8.157523307301158
South,Clay,Rice,967.1464019845196,30.198539877509223,False,False,Cloudy,65,5.156499757182586
East,Clay,Rice,445.1152934363333,25.42801376555849,True,True,Sunny,137,4.918452460483958
South,Chalky,Wheat,915.3488748283085,27.248236786981597,False,True,Rainy,92,5.852684750207082
South,Peaty,Soybean,606.2303254233527,25.919676281526783,False,False,Sunny,101,3.455509751206695
North,Peaty,Cotton,257.11712250075755,22.97372872764528,True,True,Cloudy,78,4.469389747064366
North,Chalky,Barley,122.84097304495626,35.52795531609539,True,False,Cloudy,140,2.7434596414920445
North,Sandy,Barley,216.4273813219685,36.381304595618914,True,False,Cloudy,118,4.150483680742946
East,Loam,Wheat,594.2957566992857,20.150097949558948,True,True,Rainy,101,5.1047044009356615
West,Silt,Barley,463.1195388092372,24.03328714173221,True,True,Cloudy,60,5.96466773230491
West,Loam,Soybean,786.1047761961513,19.136615392744496,False,False,Sunny,101,3.4604255243727584
South,Loam,Maize,950.2928447762348,16.560220756265302,False,False,Rainy,139,4.740845118383039
South,Clay,Wheat,116.76831151817667,26.96578205301735,False,False,Cloudy,70,1.4421075470390796
East,Clay,Maize,101.50165454516532,17.62590877285055,False,False,Rainy,106,1.6107327222268388
South,Sandy,Cotton,636.2190287853822,25.477953564700755,False,False,Cloudy,81,4.394399596889119
East,Silt,Barley,760.042090605257,17.013459535893272,False,False,Sunny,100,3.3257106484544483
South,Chalky,Cotton,736.6085777710598,30.300342378250143,False,False,Cloudy,89,4.2049297641660495
West,Loam,Cotton,984.7842375223712,39.43595214870496,False,False,Cloudy,104,5.804618255809457
North,Loam,Barley,445.7626900535023,27.22337314640376,True,False,Cloudy,90,4.101162105824289
South,Clay,Rice,496.646325683351,18.650060811907448,True,True,Rainy,145,5.337789318952533
North,Clay,Cotton,543.6368092508944,32.30000297263177,True,True,Sunny,83,5.65196707028528
East,Silt,Cotton,431.0928551856002,30.599470372331663,False,False,Sunny,97,3.044632490884888
South,Sandy,Rice,890.5523329491564,16.23639893493482,True,False,Rainy,111,6.475468927038555
South,Sandy,Wheat,431.3620537599372,30.73232777215099,False,False,Cloudy,137,3.791476579329051
North,Loam,Maize,957.3003934436924,24.974665191603957,True,True,Sunny,108,7.597661793042426
East,Peaty,Soybean,203.092216703112,39.00367234051456,True,True,Cloudy,110,4.837379795914748
East,Clay,Barley,335.6140067835214,26.906515371639987,True,False,Sunny,74,3.649332513731692
North,Clay,Maize,256.9144554798221,31.334625270263693,True,True,Sunny,117,3.9756897533302102
North,Clay,Maize,264.2015359895724,38.67251021356127,True,False,Sunny,81,3.465645969281648
South,Sandy,Cotton,100.32175508536083,29.808682734084275,False,True,Sunny,83,2.348485211533661
South,Loam,Cotton,441.9024228073108,39.91695475761634,True,True,Cloudy,111,5.7360619099599
West,Sandy,Wheat,841.0547395226343,38.83377637757884,True,False,Rainy,109,6.000024468590304
North,Sandy,Soybean,622.4044175833341,19.394436204835625,True,False,Rainy,128,5.787915522030356
West,Loam,Soybean,758.6099916589454,15.601841892039545,True,True,Rainy,99,6.814765272790982
East,Chalky,Cotton,382.89025663707065,17.200513108848632,True,False,Cloudy,86,4.426106631239473
West,Sandy,Barley,237.78881931371936,29.138292258019987,False,True,Cloudy,138,3.5835940805967583
East,Silt,Maize,134.9998376574079,21.60750533395884,True,True,Rainy,136,3.645585730253658
West,Peaty,Barley,817.3809317095423,34.78050885812534,False,True,Sunny,121,6.030645242241684
South,Sandy,Wheat,239.74030540854852,16.615151761302787,True,False,Cloudy,106,3.8739565763529726
South,Loam,Wheat,826.11251502793,35.40059888488116,False,True,Rainy,67,5.490437082929655
East,Clay,Rice,257.2561715684054,38.30135978977468,True,False,Sunny,134,3.401029369065904
East,Clay,Maize,437.717377172706,20.653773758325432,True,False,Rainy,122,4.799838069895182
East,Silt,Rice,111.81958228144654,19.17792148338013,True,False,Cloudy,85,2.43168193202651
East,Peaty,Wheat,692.3383116437385,16.82532224541471,False,True,Sunny,96,5.669687995809859
East,Sandy,Soybean,426.06081029782433,19.31942396460525,False,True,Rainy,98,4.09233477153782
East,Chalky,Wheat,793.4220256075085,18.630662727919752,True,False,Sunny,89,5.626644744332413
South,Peaty,Rice,647.5124103099046,37.74536589980561,True,False,Rainy,123,5.847224986883636
North,Chalky,Cotton,303.6539837324475,23.46586331992784,True,True,Rainy,104,4.233260290500386
East,Chalky,Rice,893.2305504400501,24.902347767385205,True,False,Cloudy,64,6.206511460751582
South,Loam,Rice,353.07675138914146,16.51166555542145,True,True,Sunny,62,5.007295828395077
West,Peaty,Wheat,826.4368297785824,20.11541344354052,False,False,Sunny,135,4.522592024113256
West,Peaty,Wheat,134.76545958056184,36.84976507280359,False,False,Sunny,61,1.4193955600212478
North,Chalky,Soybean,624.9604673831175,17.218575587916106,False,True,Rainy,149,3.69174798334814
East,Clay,Soybean,981.7662082272136,15.750943934892572,False,True,Cloudy,113,6.024291641889051
East,Silt,Soybean,640.807397688752,35.07928181401818,True,False,Sunny,144,5.107962798865027
East,Silt,Maize,353.34610348565366,22.7452695029332,False,True,Sunny,141,2.4567512617484786
North,Silt,Cotton,564.9161549920267,24.17062111516779,False,True,Sunny,87,4.025101982012542
North,Sandy,Soybean,596.0164336602603,36.26554827262315,True,True,Sunny,137,6.751387618091979
West,Sandy,Maize,357.6383907631776,28.02257831209745,True,False,Rainy,125,4.289285223954473
West,Peaty,Rice,578.8164420696023,24.66319355961327,False,True,Cloudy,116,3.65308186342764
South,Peaty,Rice,415.16680192428646,31.737078690106816,False,True,Rainy,83,3.921940300054686
East,Loam,Wheat,953.5089829957636,33.9488825435691,False,True,Sunny,96,7.174035880575419
South,Chalky,Maize,890.4324040324327,20.71470576090704,True,False,Cloudy,144,6.219136315476014
East,Loam,Wheat,739.1358301139268,33.453970570268226,True,False,Sunny,125,5.526819452552594
South,Loam,Rice,487.1824100413645,25.236350764650865,True,True,Sunny,96,5.856004228004092
East,Loam,Wheat,628.8343894103103,29.53434720337188,True,True,Rainy,92,6.353263681740017
South,Peaty,Rice,824.5488145474766,23.42445000318721,True,False,Sunny,69,6.00443107180584
West,Chalky,Wheat,432.23064471384697,16.347026101890687,True,True,Rainy,104,4.814783740617279
East,Peaty,Barley,819.121859192151,37.3135655253417,True,False,Rainy,125,5.887327579454498
West,Silt,Barley,145.67713519030534,15.243886187632896,True,True,Sunny,123,4.679845094723763
West,Peaty,Cotton,448.2941033381608,37.04480406328893,True,False,Cloudy,136,4.005629818149993
North,Silt,Rice,510.2729351268704,35.48238936082702,False,False,Rainy,142,3.771658528348764
South,Loam,Wheat,912.1662953714284,29.022603589671192,True,True,Rainy,72,8.135052233969347
East,Clay,Barley,439.6238849440832,16.876524556254832,False,False,Rainy,124,2.3978717495287425
East,Loam,Maize,750.0787522554238,29.34371572660671,False,False,Rainy,111,3.26523422082646
South,Loam,Barley,570.260833332951,15.762863400181892,True,True,Rainy,84,6.097686909382771
North,Peaty,Maize,339.9097009830583,16.073862713618674,True,True,Rainy,67,4.631222455553806
North,Silt,Maize,440.535737910076,38.04832050558632,False,False,Sunny,127,3.5227212924307265
North,Peaty,Rice,454.9256964936378,28.675041534849772,True,True,Rainy,65,6.254132604824447
West,Chalky,Rice,695.7269239436504,39.53108011127037,True,True,Sunny,85,6.825818600405037
West,Loam,Soybean,490.75009374271343,26.671694457102618,True,True,Rainy,130,5.416151284660296
West,Silt,Barley,169.71489396272864,39.76546905765361,False,True,Sunny,133,4.810422253121675
South,Sandy,Soybean,607.5016497155007,23.56218432883628,True,True,Rainy,61,6.063594220980139
East,Loam,Maize,924.5428489999124,18.157153079719706,False,True,Cloudy,84,6.945546818665319
North,Sandy,Rice,923.1941794968252,24.148919351491895,False,True,Cloudy,81,6.2338940394570015
South,Silt,Barley,255.58470552168805,36.53267187626117,False,True,Sunny,80,3.722841762517223
West,Peaty,Wheat,958.640546011964,30.5748383568137,False,True,Sunny,81,6.437614279755764
East,Clay,Soybean,249.06717176727292,34.739615733552675,False,True,Rainy,75,2.8460572601833034
West,Peaty,Wheat,209.1238216012647,35.30744573124582,True,True,Sunny,76,4.0965045302742285
South,Clay,Wheat,743.0930828105829,19.265965457847315,False,True,Sunny,124,5.9562272253503545
East,Peaty,Soybean,580.1263919885635,26.5448559098936,True,False,Rainy,146,4.581798955242377
East,Clay,Cotton,331.76070019820565,21.9236926460487,True,False,Cloudy,89,4.2630369269067305
North,Loam,Cotton,948.6633291206048,32.888552384610946,True,True,Sunny,117,8.303875095862635
West,Sandy,Barley,427.2835732493512,23.55571690600907,False,True,Rainy,60,3.332217972446569
East,Chalky,Soybean,231.02505351305223,19.45667541736952,True,False,Cloudy,89,2.820486458667632
West,Chalky,Barley,159.6067264531629,36.58597648284786,True,True,Cloudy,101,3.902379729099544
South,Clay,Maize,299.1731876315985,17.3549093638542,False,True,Cloudy,98,2.794159303991329
East,Clay,Cotton,896.5070038595071,26.28904832596113,False,False,Rainy,96,6.397776688582924
North,Clay,Cotton,465.98565871627306,35.30928680777293,False,False,Rainy,116,2.456020031107254
North,Sandy,Wheat,843.0209767505656,20.87863232090739,True,False,Rainy,69,5.729780070022512
North,Silt,Barley,323.1700970132085,33.26762617181902,False,True,Cloudy,126,3.1538729019486307
North,Silt,Rice,576.6914328079545,28.60505303885332,True,True,Rainy,101,5.076098448668114
North,Clay,Maize,650.9633525306616,16.942000567305957,False,True,Sunny,102,5.003158429381721
North,Loam,Cotton,101.84599743317196,22.00614531742268,True,True,Rainy,96,4.08439426138905
South,Sandy,Cotton,865.0584741662725,35.479255196637496,True,True,Cloudy,64,7.673202919784194
East,Loam,Wheat,337.84141402138243,39.35126706580154,False,False,Rainy,72,2.063964188064071
South,Loam,Wheat,978.1753392017308,39.77955912680471,True,True,Rainy,73,7.598036874440105
West,Silt,Maize,346.0664379367489,38.923550802301904,True,True,Cloudy,79,4.731230487137719
North,Clay,Barley,318.70356491357813,19.60135383169968,True,True,Sunny,62,3.9714735026028
South,Sandy,Rice,665.0584674899839,20.958013597063257,False,False,Cloudy,95,3.5437546238186006
South,Chalky,Soybean,805.155193630562,33.09502063922944,False,False,Cloudy,60,4.007419245522916
South,Peaty,Cotton,919.0165477532606,24.217848524697487,False,True,Rainy,137,6.689056747980528
South,Clay,Soybean,468.3806723417269,23.948877963006527,False,True,Sunny,140,3.4117754280897987
South,Peaty,Soybean,560.2364676864504,24.35052749084629,True,True,Sunny,107,5.878318877809456
South,Silt,Cotton,724.606054468402,30.96132196453061,False,True,Cloudy,83,6.141690459206084
West,Loam,Barley,804.7422088805357,33.33712152056736,False,True,Cloudy,76,5.646729092139324
South,Clay,Soybean,535.2616550009006,32.400700781435745,True,False,Cloudy,133,4.8710788680731465
North,Loam,Wheat,251.8584358795177,34.955582532569096,False,False,Cloudy,110,2.3239688955730657
North,Sandy,Wheat,730.4084134656043,30.578793980105267,True,True,Sunny,112,6.85844187810201
South,Clay,Barley,220.33096626153952,30.166081722609245,False,False,Cloudy,136,1.6828534369966608
North,Sandy,Soybean,916.200919691334,22.380208761307937,False,False,Cloudy,63,5.636047343487024
West,Chalky,Barley,509.3670303966056,16.47872674505835,False,True,Sunny,70,4.469999241168947
West,Chalky,Maize,392.3898532221282,32.580398242076,False,True,Sunny,68,4.046620214006329
South,Loam,Rice,876.9780273969186,27.821386075984456,False,True,Rainy,122,6.618367680576708
West,Sandy,Wheat,611.234561590097,34.6229559327476,True,False,Cloudy,111,5.08283345581653
West,Peaty,Wheat,940.3081371620212,16.63197902141093,False,True,Sunny,123,5.990312267043032
South,Chalky,Soybean,871.1002851037974,35.41253588306826,False,True,Sunny,103,6.428643464281487
South,Chalky,Maize,618.960221769349,35.10006601733578,False,False,Sunny,96,4.508786108667588
East,Loam,Wheat,420.3700532979788,25.04952671430543,False,False,Cloudy,84,2.614972227813361
South,Peaty,Rice,220.2034894537953,38.30476864724306,False,True,Sunny,98,2.3384359588738604
South,Chalky,Cotton,918.762156656232,15.592099851423743,False,True,Rainy,115,6.315146077951708
North,Clay,Wheat,640.1495316044676,25.874399915038644,True,True,Cloudy,110,6.810888558360642
West,Peaty,Maize,379.6132308430508,31.520030235280316,False,True,Sunny,106,4.071243951278857
East,Peaty,Cotton,466.0178061547668,34.491044117094376,True,True,Sunny,117,4.103475960167016
East,Silt,Cotton,203.43262366880836,19.17469268898397,True,False,Cloudy,88,2.354446000434956
North,Chalky,Maize,193.35143243513795,28.267898859169627,True,False,Sunny,122,3.5752549391264696
South,Loam,Cotton,730.7564542057054,15.77927723634382,False,True,Rainy,84,5.598803496068098
East,Chalky,Barley,316.7857438713788,20.614017353990043,False,True,Sunny,72,2.777985877262894
South,Sandy,Maize,545.9833535941132,36.553510542405256,False,True,Cloudy,109,5.071207490520179
South,Silt,Cotton,170.65090372873158,18.42697183804257,True,False,Cloudy,138,2.310044659508584
North,Sandy,Soybean,509.626759141858,34.78540234721252,True,True,Cloudy,75,5.7584047722172444
South,Chalky,Wheat,851.7715864696581,15.9076858557695,False,True,Rainy,67,6.57569419674088
North,Chalky,Soybean,455.9610564503217,36.99897116659467,True,True,Cloudy,130,5.616848673743824
North,Loam,Barley,312.10272959622137,20.93697186476693,False,True,Cloudy,80,3.620934503220788
South,Chalky,Cotton,245.1143842772324,29.377243882127885,True,True,Rainy,66,4.165693104703503
South,Sandy,Wheat,925.3761223449618,26.53071565584073,True,True,Cloudy,78,8.06507169573621
North,Sandy,Soybean,830.8616131951316,29.51952862685528,False,False,Sunny,67,4.629649228986727
South,Clay,Barley,766.1443619847211,17.23513616475658,False,False,Rainy,147,5.277600222360161
West,Sandy,Barley,162.1565615212844,26.227885628619724,False,False,Rainy,131,1.3749623704033946
North,Loam,Barley,831.0587802247234,32.15429680235598,True,True,Rainy,103,6.2755946153103
East,Clay,Wheat,182.45622781701744,28.541578552850854,True,True,Cloudy,92,5.040724392418047
East,Loam,Maize,529.895584347245,33.619863996067224,False,True,Rainy,96,4.714003335303175
South,Silt,Rice,260.78458232617595,21.570771620071856,False,True,Rainy,67,3.411808574449274
West,Clay,Cotton,791.0376021507032,17.95148527969265,True,False,Sunny,131,5.226820952577633
South,Loam,Maize,987.724829520464,30.19741634935459,False,False,Sunny,91,5.94994920328949
South,Silt,Maize,856.0892427059798,34.31271837601584,True,False,Cloudy,147,7.323327778828335
South,Clay,Cotton,598.9391781561771,23.683520521767612,False,True,Rainy,88,5.018118976744197
North,Silt,Maize,290.14340282313594,22.51810914962547,True,False,Sunny,141,2.42578586485702
East,Silt,Maize,143.56956264800735,20.206749629989368,True,False,Rainy,149,2.329473460844853
North,Clay,Cotton,353.3567091295762,39.47689825271034,False,False,Cloudy,77,3.034953838865622
East,Clay,Rice,776.3129109559072,33.621061170583246,True,False,Cloudy,82,5.7072081044148
West,Peaty,Barley,372.2292205166893,23.874432655125204,False,True,Cloudy,126,3.77413999683807
West,Silt,Wheat,249.93358196680137,18.655986806451452,False,False,Cloudy,61,2.1432503515084287
North,Chalky,Rice,332.20383957705315,34.0271482566077,True,False,Sunny,92,4.324041265042297
West,Loam,Cotton,915.4256554293212,39.68431475926244,True,False,Rainy,92,6.735437769742885
North,Loam,Barley,727.1319746894171,16.159693379577966,True,False,Cloudy,82,5.623233433735381
West,Clay,Wheat,850.1394213948842,28.4133238455826,True,False,Sunny,97,6.512800928848889
North,Peaty,Wheat,305.09060685272743,27.281302046097814,False,True,Cloudy,89,3.035724178367862
East,Chalky,Barley,797.7966444556939,27.451182646121733,True,True,Sunny,110,6.831507446467413
East,Loam,Cotton,985.5517718315514,15.178215843126717,True,True,Sunny,98,8.11499816673261
South,Chalky,Rice,499.6575707536908,31.51118174384962,False,False,Cloudy,142,3.42448929943116
West,Clay,Maize,388.11487752011385,37.63053078727418,True,False,Rainy,82,4.88834009320234
East,Peaty,Barley,516.2641973739188,37.42506789022907,False,True,Sunny,116,4.528704307559959
West,Peaty,Rice,367.85927754837417,16.405169691358854,False,False,Sunny,98,2.151763014271445
South,Chalky,Rice,537.9682566039602,36.43799606315489,False,False,Cloudy,80,2.6410086309291296
South,Silt,Cotton,424.4095511063801,16.579941149993697,True,False,Cloudy,125,3.330081190175502
West,Sandy,Wheat,502.51021827969055,19.86022587732192,False,True,Rainy,145,4.281617774194244
North,Sandy,Rice,149.6581764330917,39.59916294319112,False,True,Sunny,149,3.152719817741408
East,Clay,Maize,414.8770582788391,22.940965786189125,True,True,Rainy,115,4.590838391901091
South,Peaty,Cotton,789.0427327077238,35.93059258314746,False,True,Rainy,61,5.08169321539299
North,Clay,Rice,240.49158632445003,37.40678776741317,True,True,Rainy,75,5.365951632280233
East,Clay,Soybean,367.410239687615,29.285624718491988,False,True,Cloudy,148,3.204147433275488
East,Loam,Rice,733.1465110057071,19.17402391718035,False,True,Cloudy,87,5.453141629349063
South,Peaty,Wheat,974.7016391172128,26.52053671678889,True,True,Rainy,113,8.007232376000479
South,Loam,Barley,377.0896779103805,16.90325402075834,False,True,Sunny,123,2.516231144401787
West,Peaty,Wheat,135.8810329917358,36.41064197316946,False,True,Rainy,80,1.7028810566546773
South,Clay,Wheat,708.9039421860801,29.59416191986091,False,False,Rainy,124,4.200218900663274
North,Silt,Cotton,174.15234285979233,19.3970271618631,True,True,Sunny,107,5.030633498469207
South,Sandy,Wheat,462.52133853154993,27.55322920294018,True,False,Cloudy,85,4.280964175879682
East,Loam,Rice,882.0051432704508,27.059442853335813,True,False,Rainy,116,6.841563095186742
North,Loam,Maize,341.29580655797594,35.16091875500361,False,False,Cloudy,138,2.56503177533614
East,Loam,Wheat,320.90277136497514,37.40677857610199,False,False,Rainy,87,1.4490909360188104
West,Peaty,Wheat,993.7731697209952,37.23609809431085,True,True,Rainy,84,8.169092078884049
North,Peaty,Maize,389.1959258034956,25.747366980690444,True,False,Cloudy,133,3.914027850347212
East,Peaty,Wheat,699.1813084012076,17.020317589510206,False,True,Sunny,135,6.059757552204706
South,Peaty,Maize,343.36121914588534,37.80511461438738,True,False,Sunny,74,3.00503333582157
North,Loam,Soybean,974.9478883496135,28.83682232916965,True,False,Cloudy,110,6.37041436940482
North,Clay,Wheat,842.7335905467305,23.16134713831927,False,False,Cloudy,91,3.7592875585361543
North,Sandy,Maize,342.306624330756,34.77821833201615,False,True,Rainy,123,4.075230781169154
North,Loam,Barley,775.8447742374117,36.92308493608744,False,False,Cloudy,91,5.428323240422064
East,Loam,Soybean,294.50222586599074,28.16903611341528,True,False,Rainy,84,2.3401878282213864
North,Chalky,Barley,529.9288767831642,30.906106613407857,False,False,Rainy,119,2.9284196089890857
East,Clay,Wheat,563.0996130919355,25.70040480363238,True,True,Cloudy,84,5.977754764327578
West,Silt,Soybean,534.0362813619688,38.58330011281425,False,True,Cloudy,110,3.77425917221811
East,Loam,Soybean,237.68940337200544,18.48825564736187,True,True,Sunny,105,4.201004178844425
South,Silt,Cotton,392.7537069737705,33.366427382849395,True,True,Rainy,83,5.51461465772572
West,Peaty,Rice,446.7017201969812,18.56476253845469,True,True,Sunny,67,4.90756355227363
South,Chalky,Cotton,157.67342208428877,26.17962013858512,True,False,Cloudy,85,3.761683977811176
West,Peaty,Barley,594.4568121943489,20.98054230764927,False,False,Sunny,87,2.9819525255796533
East,Sandy,Wheat,147.3109139913361,33.789369222092134,False,True,Rainy,69,2.4588529574160534
West,Chalky,Barley,730.750308193879,33.938735694775644,False,False,Cloudy,94,3.7981119975762025
East,Loam,Maize,705.6335164669771,20.96909951287486,False,True,Sunny,125,4.5133466503630935
North,Clay,Rice,736.3954166783844,33.477603979086595,True,False,Cloudy,60,6.488744799970997
North,Chalky,Rice,388.1463110024461,32.552333977374275,True,False,Sunny,101,3.778672004111057
South,Sandy,Cotton,475.7776851248498,22.633548724350547,False,True,Sunny,115,4.170893666985688
West,Chalky,Wheat,256.419616488014,18.62276993941851,False,True,Sunny,144,2.628947062371084
East,Silt,Soybean,549.4567846917305,36.96461723301857,True,False,Cloudy,103,5.338803019490696
West,Peaty,Maize,843.7549569390202,26.91553761559701,False,True,Cloudy,74,5.617711681221593
North,Loam,Barley,191.15293559127528,37.6789538313711,True,True,Cloudy,106,3.5282586979037744
East,Clay,Wheat,775.0424064393771,29.645435351672603,False,False,Cloudy,60,4.598529353292139
East,Silt,Cotton,377.75969366425073,23.2157308231918,True,False,Sunny,91,3.885498810900368
North,Sandy,Maize,742.2758051745551,25.74928903761394,True,False,Cloudy,117,5.319255092134404
South,Peaty,Barley,931.0971582843158,19.24742890180043,True,True,Cloudy,62,7.085231855761265
North,Silt,Rice,161.55908580694515,19.8277523509122,False,True,Cloudy,75,2.374387261953122
North,Silt,Soybean,801.3575678120018,16.10009413427657,False,False,Rainy,145,5.113428940871568
East,Clay,Wheat,429.14782265185175,28.7484739352953,False,True,Sunny,86,4.066122890143523
East,Loam,Rice,490.4463598577531,19.51700271398113,False,False,Cloudy,76,3.447172331577588
South,Silt,Soybean,895.0170297454537,15.097127172864544,False,True,Rainy,98,6.346296164800963
West,Loam,Barley,132.357822318538,36.5074813545034,True,True,Sunny,85,3.5612723351241824
South,Loam,Maize,878.1397184458398,39.939551742587554,True,False,Sunny,67,7.018519171079892
North,Sandy,Soybean,810.9594075336006,27.40535614410509,True,True,Rainy,149,6.733255368457786
West,Sandy,Maize,796.2768217321715,28.53515023774488,False,False,Cloudy,132,4.070208296156734
East,Peaty,Soybean,876.0106924554436,38.60148011913324,True,True,Rainy,133,7.485399388008734
South,Sandy,Wheat,471.7806790084578,26.6530497003391,True,True,Rainy,106,6.490785016845408
North,Sandy,Barley,517.2659944550792,16.409659020322437,False,False,Rainy,104,3.319605331198225
South,Sandy,Maize,906.286265418015,30.26837986976668,True,False,Sunny,81,5.840579298327237
West,Sandy,Maize,781.4401563327119,20.977810584502457,True,True,Sunny,149,7.190629528489269
West,Clay,Maize,960.8825065002007,33.63007714649524,True,True,Cloudy,97,8.463579335664994
North,Silt,Rice,359.08811119682804,29.94870466171449,False,True,Rainy,133,3.396273778969249
East,Loam,Wheat,722.1352105705882,16.80055341648465,False,True,Cloudy,62,6.0174918275928055
West,Loam,Soybean,160.61223458850202,37.78629421980008,False,True,Sunny,119,3.060709660073857
South,Silt,Rice,352.79288145142493,17.449167785383246,True,False,Cloudy,147,2.47111643398605
North,Peaty,Cotton,940.0469798336004,28.40405318531285,True,False,Sunny,119,8.061424309047911
East,Clay,Soybean,381.7876200654578,17.16903906633668,True,False,Cloudy,140,3.84816363450195
East,Peaty,Barley,725.0840709412913,25.95688495144944,True,False,Rainy,147,4.855006772790727
West,Chalky,Soybean,865.4000556841329,38.54334706503968,True,False,Sunny,83,6.381287860143676
West,Peaty,Soybean,436.5426904326456,35.798750031087295,True,False,Cloudy,75,4.149624239206592
West,Silt,Soybean,702.706197738787,23.338765781879523,True,False,Cloudy,67,5.234572011766952
East,Loam,Barley,943.0080862569698,19.46436801213059,False,True,Cloudy,135,6.534416901634448
North,Peaty,Soybean,760.0136324038734,15.481706978133536,False,True,Sunny,65,4.441965876296726
East,Sandy,Cotton,661.4546146942265,15.029631109536597,True,False,Cloudy,133,5.088000998835141
West,Peaty,Soybean,959.3099533830526,30.46593189747446,False,True,Sunny,107,6.592620602603998
North,Silt,Rice,674.9671027746576,22.04145133764661,True,True,Cloudy,69,6.968163979690068
West,Silt,Cotton,447.1809460788911,30.223250185679763,False,True,Sunny,134,3.743876422988117
East,Silt,Barley,275.64544092317146,25.752670566326135,False,True,Sunny,71,2.87025685388446
East,Loam,Maize,172.98788818870344,26.16015625339351,True,False,Cloudy,82,2.999177018466335
South,Sandy,Soybean,692.7724785042753,39.601716433892975,True,False,Rainy,105,5.8366142387038265
North,Loam,Soybean,991.5175754722918,20.286136078132483,True,True,Sunny,140,7.267659305285362
South,Chalky,Barley,944.7934670113656,39.9161954629994,False,False,Rainy,100,5.1082168748014976
South,Chalky,Soybean,822.5850107592518,28.39410605259697,True,False,Cloudy,104,5.730078281628782
North,Sandy,Maize,469.6949954329163,39.04703059613068,False,False,Rainy,114,3.450902308846123
East,Silt,Wheat,904.7947672996444,34.78927568170374,False,True,Sunny,121,6.0050579292584585
West,Sandy,Maize,107.89451176725112,33.50202125570172,False,True,Sunny,104,2.74381577390108
North,Chalky,Rice,518.0975190449931,38.91128433907053,True,False,Rainy,84,4.342836994042074
North,Peaty,Barley,377.5029517527737,18.53125583036637,True,False,Cloudy,130,3.48809261177087
North,Loam,Rice,853.4614628444403,36.805925957150734,True,False,Rainy,131,6.707086581099885
South,Silt,Wheat,586.5222586263492,25.641603586766813,True,False,Rainy,64,5.352307568256303
South,Peaty,Barley,366.647395312212,26.61754687744616,False,True,Sunny,128,4.861029137302296
East,Loam,Barley,870.1945183950829,34.82697296012296,False,False,Cloudy,64,5.229827927102118
West,Peaty,Wheat,335.2046091161549,34.88553075593836,False,False,Sunny,61,2.134808439249474
East,Chalky,Cotton,891.0936089800466,30.68809632274715,True,True,Sunny,95,8.029791090337868
South,Sandy,Rice,427.5139873961001,30.802888722171577,False,True,Sunny,129,4.114338684701994
North,Peaty,Cotton,630.5014135826896,22.022549647101247,False,False,Sunny,77,3.4935366331304847
South,Chalky,Rice,151.5177899269588,20.038465490138428,False,False,Rainy,125,1.0441862491530425
East,Sandy,Cotton,285.1813921647532,30.418299187639604,False,False,Sunny,122,1.240109629889199
West,Loam,Wheat,756.920515964647,29.23885185604509,False,True,Rainy,107,6.154387589897679
East,Loam,Cotton,358.9747720986151,18.06122189614329,True,True,Rainy,126,3.760014475944323
East,Silt,Cotton,836.3763121696642,17.18643745149801,True,True,Cloudy,105,6.853666957081307
West,Sandy,Maize,554.242346869579,37.24593396748556,False,False,Sunny,94,2.6350612089274867
East,Loam,Barley,936.1948731298438,25.67275560386184,False,True,Sunny,98,6.603196201317074
East,Loam,Wheat,871.4172273669324,29.76150856819458,False,False,Rainy,85,5.026534009826511
South,Chalky,Rice,147.3547288357854,28.31529258522099,False,True,Rainy,79,2.5342762456571526
East,Peaty,Maize,653.9435020240187,34.26074361504276,True,False,Sunny,110,4.8193731874318
West,Clay,Soybean,326.55058447927433,31.543479927505476,True,True,Sunny,75,5.655781458124709
West,Chalky,Cotton,510.8637089377309,36.63492600185165,False,False,Sunny,89,3.081747421539172
South,Sandy,Wheat,335.15986152763253,17.73932070065829,False,False,Sunny,105,2.0573739112720726
